symbol,total_return_%,annualized_return_%,sharpe,max_drawdown_%,win_rate_%,volatility_%,trading_days
000001,30.234083931065904,4.684770090174051,0.3157391808975171,-28.732989257151793,46.011004126547455,14.837467308042001,1454
000002,2.723819610461131,0.4668502698845778,0.03847275385591906,-24.144525268483154,44.56671251719395,12.134567573722013,1454
000063,53.01880532603194,7.651242047036622,0.4457001508636908,-28.778980331796834,48.07427785419532,17.16679158961394,1454
000100,50.97182626381065,7.400262583036055,0.38751350566406817,-36.28124996033625,46.76753782668501,19.096785240661436,1454
000333,52.56922251333267,7.596357748252869,0.5062936194335229,-29.33777808400151,49.65612104539202,15.00385734755771,1454
000538,17.602431724117416,2.8499774685221135,0.21514318616995182,-28.73452056724824,49.24346629986245,13.246885965180393,1454
000568,83.97441068015013,11.1441043627851,0.4361022078938052,-48.02925934307063,49.38101788170564,25.55388100533667,1454
000725,42.48048577871635,6.328114793669126,0.41542338507037,-25.86430693263732,44.97936726272352,15.232927672508856,1454
000768,54.27438141072998,7.803817714943362,0.441944192857177,-25.778829992877323,49.38101788170564,17.657924686253605,1454
