trade_date,0
2020-01-02,1078725.5162838532
2020-01-03,1078218.8864068987
2020-01-06,1078587.3444992292
2020-01-07,1076330.5386837048
2020-01-08,1076929.283083742
2020-01-09,1076468.7104683288
2020-01-10,1077850.4283145682
2020-01-13,1076791.111299118
2020-01-14,1075685.7370221266
2020-01-15,1074810.6490528416
2020-01-16,1075086.9926220896
2020-01-17,1075363.3361913373
2020-01-20,1073290.7594219784
2020-01-21,1073705.2747758501
2020-01-22,1071172.125391078
2020-01-23,1064033.2498521747
2020-02-03,1066842.7428061948
2020-02-04,1066980.9145908186
2020-02-05,1118539.1103166381
2020-02-06,1062304.8313809726
2020-02-07,1061785.7474034855
2020-02-10,1063040.2003490797
2020-02-11,1062953.6863528318
2020-02-12,1062434.6023753446
2020-02-13,1064078.3683040545
2020-02-14,1065549.1062402686
2020-02-17,1064813.7372721615
2020-02-18,1064986.7652646573
2020-02-19,1066500.7601989955
2020-02-20,1066457.5032008714
2020-02-21,1064943.5082665333
2020-02-24,1064121.6253021783
2020-02-25,1063905.3403115587
2020-02-26,1064424.424289046
2020-02-27,1061785.7474034855
2020-02-28,1063040.2003490797
2020-03-02,1062737.4013622121
2020-03-03,1062607.6303678404
2020-03-04,1065635.6202365165
2020-03-05,1064078.3683040545
2020-03-06,1061569.4624128656
2020-03-09,1062910.429354708
2020-03-10,1062607.6303678404
2020-03-11,1062564.3733697163
2020-03-12,1061872.2613997334
2020-03-13,1058541.4725441895
2020-03-16,1057070.7346079755
2020-03-17,1054042.7447392992
2020-03-18,1051966.4088293498
2020-03-19,1053220.8617749442
2020-03-20,1051620.3528443584
2020-03-23,1053610.17475806
2020-03-24,1054734.8567092824
2020-03-25,1055556.7396736373
2020-03-26,1055946.0526567528
2020-03-27,1055037.65569615
2020-03-30,1054432.0577224148
2020-03-31,1054821.3707055303
2020-04-01,1055167.4266905219
2020-04-02,1053610.17475806
2020-04-03,1054778.1137074062
2020-04-07,1054345.543726167
2020-04-08,1054172.5157336711
2020-04-09,1054388.8007242908
2020-04-10,1053523.660761812
2020-04-13,1054691.5997111583
2020-04-14,1054734.8567092824
2020-04-15,1053912.9737449274
2020-04-16,1054821.3707055303
2020-04-17,1055253.9406867698
2020-04-20,1057243.7626004713
2020-04-21,1056292.1086417444
2020-04-22,1056292.1086417444
2020-04-23,1056335.3656398684
2020-04-24,1057460.047591091
2020-04-27,1057546.5615873388
2020-04-28,1059709.411493536
2020-04-29,1059320.0985104204
2020-04-30,1058627.9865404374
2020-05-06,1058281.9305554458
2020-05-07,1059406.6125066683
2020-05-08,1059622.8974972882
2020-05-11,1058714.5005366853
2020-05-12,1058022.3885667021
2020-05-13,1056594.907628612
2020-05-14,1056292.1086417444
2020-05-15,1056162.3376473726
2020-05-18,1056854.4496173556
2020-05-19,1057503.3045892147
2020-05-20,1057027.4776098514
2020-05-21,1054951.141699902
2020-05-22,1055124.1696923978
2020-05-25,1055470.2256773894
2020-05-26,1055297.1976848936
2020-05-27,1055599.9966717614
2020-05-28,1055297.1976848936
2020-05-29,1056681.4216248598
2020-06-01,1057676.3325817105
2020-06-02,1057633.0755835867
2020-06-03,1057762.8465779584
2020-06-04,1057849.3605742063
2020-06-05,1057979.1315685783
2020-06-08,1058195.416559198
