trade_date,rsi,ipv,entropy,coherence,clarity,mts
2019-01-02,0.0,0.0,0.9999999962133496,0.5,0.5,
2019-01-03,0.0,0.0,0.9999999962133496,0.5,0.5,
2019-01-04,0.0,0.0,0.9999999962133496,0.5,0.5,
2019-01-07,0.0,0.0,0.9999999962133496,0.5,0.5,
2019-01-08,0.0,0.0,0.9999999962133496,0.5,0.5,
2019-01-09,0.0,0.0,0.9999999962133496,0.5,0.9712073234541613,
2019-01-10,0.0,0.0,0.9999999962133496,0.5,0.9570585716080497,
2019-01-11,0.0,0.0,0.9999999962133496,0.5,0.9569963762409509,
2019-01-14,0.0,0.0,0.9999999962133496,0.5,0.9574444760301234,
2019-01-15,0.0,0.0,0.9999999962133496,0.5,0.9746653931178431,0.19493307862356862
2019-01-16,0.0,0.0,0.9999999962133496,0.5,0.9742305069977488,0.19484610139954978
2019-01-17,0.0,0.0,0.9999999962133496,0.5,0.9840173814807984,0.19680347629615969
2019-01-18,0.0,0.0,0.9999999962133496,0.5,0.9882150298019684,0.1976430059603937
2019-01-21,0.0,0.0,6.213349207785887e-09,0.5,0.9845793365111875,0.1969158673022375
2019-01-22,0.0,0.0,6.213349207785887e-09,0.5,0.9850125329053392,0.19700250658106785
2019-01-23,0.0,0.0,6.213349207785887e-09,0.5,0.9883749553122971,0.19767499106245945
2019-01-24,0.0,0.0,6.213349207785887e-09,0.5,0.9888049678987909,0.19776099357975818
2019-01-25,0.0,0.0,6.213349207785887e-09,0.5,0.9888049678987909,0.19776099357975818
2019-01-28,0.0,0.0,6.213349207785887e-09,0.5,0.9945550636987444,0.19891101273974887
2019-01-29,0.0,0.0,6.213349207785887e-09,0.5,0.99456496573273,0.198912993146546
2019-01-30,0.0,0.0,6.213349207785887e-09,0.6336825820784344,0.9916328143967775,0.27853611212641616
2019-01-31,0.0,0.0,6.213349207785887e-09,0.6498734080681854,0.9911692039962777,0.28815788564016676
2019-02-01,0.0,0.0,6.213349207785887e-09,0.6515790840101079,0.9840077659949525,0.28774900360505523
2019-02-11,0.0,0.0,6.213349207785887e-09,0.6782537432984935,0.9840145734037034,0.30375516065983676
2019-02-12,0.0,0.0,6.213349207785887e-09,0.644701992725128,0.9771164726830851,0.2822444901716938
2019-02-13,0.0,0.0,6.213349207785887e-09,0.6227720797846654,0.9595451474078054,0.26557227735236033
2019-02-14,0.0,0.0,6.213349207785887e-09,0.669604154888439,0.9526336203705903,0.2922892170071815
2019-02-15,0.0,0.0,6.213349207785887e-09,0.655138496734867,0.9492560306506752,0.28293430417105525
2019-02-18,0.0,0.0,6.213349207785887e-09,0.6684986475556725,0.9500247728671593,0.2911041431068353
2019-02-19,0.0,0.0,6.213349207785887e-09,0.6559984931598019,0.9481698098292597,0.28323305786173303
2019-02-20,0.0,0.0,6.213349207785887e-09,0.6597225502763358,0.9782177407640642,0.2914770783186143
2019-02-21,0.0,0.0,6.213349207785887e-09,0.63944715596357,0.9788183551123408,0.2794319646006102
2019-02-22,0.0,0.0,6.213349207785887e-09,0.6209846630219119,0.9783809297576582,0.26826698376467883
2019-02-25,0.0,0.0,6.213349207785887e-09,0.6012824929057035,0.9571688274094099,0.25220326122530407
2019-02-26,0.0,0.0,6.213349207785887e-09,0.6188488223507034,0.9590409491572591,0.2631174832418739
2019-02-27,0.0,0.0,6.213349207785887e-09,0.5760535207849707,0.9504253081752341,0.23571717410602927
2019-02-28,0.0,0.0,6.213349207785887e-09,0.5928241870297503,0.952148729199309,0.246124258057712
2019-03-01,0.0,0.0,6.213349207785887e-09,0.5795920353210863,0.9517298603875614,0.23810119327016405
2019-03-04,0.0,0.0,6.213349207785887e-09,0.5606683873038294,0.9636232239046673,0.2291256771632311
2019-03-05,0.0,0.0,6.213349207785887e-09,0.5025204532332728,0.9430652937386876,0.1901253306877012
2019-03-06,0.0,0.0,6.213349207785887e-09,0.5514961188548472,0.9591444486606433,0.22272656104503696
2019-03-07,0.0,0.0,6.213349207785887e-09,0.5292317174752962,0.9521267000639033,0.20796437049795838
2019-03-08,0.0,0.0,6.213349207785887e-09,0.4579637685968827,0.9301618192647981,0.16081062501108925
2019-03-11,0.0,0.0,6.213349207785887e-09,0.4743710100967274,0.9268194323202795,0.16998649252209233
2019-03-12,0.0,0.0,6.213349207785887e-09,0.5659138771354878,0.9390869372962618,0.22736571374054504
2019-03-13,0.0,0.0,6.213349207785887e-09,0.6269286675614894,0.9453991775920516,0.26523703605530397
2019-03-14,0.0,0.0,6.213349207785887e-09,0.6475352676540531,0.9446071165797704,0.27744258390838594
2019-03-15,0.0,0.0,6.213349207785887e-09,0.630792675201701,0.9577609925594771,0.270027803632916
2019-03-18,0.0,0.0,6.213349207785887e-09,0.6542107418765486,0.9798843174828956,0.2885033086225083
2019-03-19,0.0,0.0,6.213349207785887e-09,0.6694887027241304,0.9773570392385655,0.29716462948219136
2019-03-20,0.0,0.0,6.213349207785887e-09,0.7009251232657775,0.9908355846651155,0.3187221908924896
2019-03-21,0.0,0.0,6.213349207785887e-09,0.6855718210164491,0.9911143019158263,0.30956595299303474
2019-03-22,0.0,0.0,6.213349207785887e-09,0.6798882788704975,0.9733376283322472,0.30260049298874797
2019-03-25,0.0,0.0,6.213349207785887e-09,0.6543007285334279,0.9557341486993343,0.2837272668599236
2019-03-26,0.0,0.0,6.213349207785887e-09,0.6055093878240083,0.9326922205068514,0.2498440767957753
2019-03-27,0.0,0.0,6.213349207785887e-09,0.7057590013405028,0.9333666875402451,0.31012873831235077
