trade_date,equity
2019-01-02,1057085.7009327272
2019-01-03,1058358.4282054545
2019-01-04,1057979.6403266666
2019-01-07,1058055.3979024242
2019-01-08,1059146.3069933334
2019-01-09,1058116.0039630304
2019-01-10,1058858.4282054545
2019-01-11,1057600.8524478788
2019-01-14,1062691.761538788
2019-01-15,1061600.8524478788
2019-01-16,1061555.3979024242
2019-01-17,1063252.367599394
2019-01-18,1063903.882750909
2019-01-21,1314842.9501648156
2019-01-22,1316433.85924584
2019-01-23,1317570.222875143
2019-01-24,1319918.7077090358
2019-01-25,1322949.0107205105
2019-01-28,1324918.7076779692
2019-01-29,1315827.798643545
2019-01-30,1319539.9198326014
2019-01-31,1327721.737963583
2019-02-01,1350903.5560013647
2019-02-11,1355979.3135455847
2019-02-12,1357721.7377771828
2019-02-13,1366433.8589351724
2019-02-14,1357645.9802018958
2019-02-15,1374161.131614433
2019-02-18,1375221.737668449
2019-02-19,1377039.9194753338
2019-02-20,1373555.071012138
2019-02-21,1375827.798270744
2019-02-22,1393176.2830114367
2019-02-25,1381509.616417259
2019-02-26,1384767.1921545945
2019-02-27,1384464.1618534469
2019-02-28,1401509.6162929921
2019-03-01,1408403.555644097
2019-03-04,1406736.888987786
2019-03-05,1402267.1920458607
2019-03-06,1387039.9194132003
2019-03-07,1374161.131614433
2019-03-08,1386055.0709344712
2019-03-11,1380827.7982396772
2019-03-12,1378479.3134057843
2019-03-13,1385903.5557838974
2019-03-14,1399842.949636681
2019-03-15,1440221.7372645815
2019-03-18,1444464.1614806459
2019-03-19,1457721.7371558477
2019-03-20,1450979.3129553166
2019-03-21,1458630.8280592903
2019-03-22,1448630.8281214237
2019-03-25,1444464.1614806459
2019-03-26,1462494.4643989205
2019-03-27,1484085.3733556776
2019-03-28,1500676.2823435017
2019-03-29,1506130.827764156
2019-04-01,1500145.9793164935
2019-04-02,1494009.6157182574
2019-04-03,1510676.282281368
2019-04-04,1518933.8579876367
2019-04-08,1519691.4337405055
2019-04-09,1547039.9184190645
2019-04-10,1530373.2518559536
2019-04-11,1523555.0700801355
2019-04-12,1508024.7671463278
2019-04-15,1519161.1307134973
2019-04-16,1523024.7670531275
2019-04-17,1520145.9791922267
2019-04-18,1520070.2216169396
2019-04-19,1526433.8579410366
2019-04-22,1545145.9790368928
2019-04-23,1539767.1911915252
2019-04-24,1530221.73670538
2019-04-25,1567721.7364723794
2019-04-26,1574842.948549345
2019-04-29,1586282.3424176618
2019-04-30,1530373.2518559536
2019-05-06,1544161.1305581636
2019-05-07,1535827.7972766082
2019-05-08,1509161.1307756307
2019-05-09,1540297.4942185334
2019-05-10,1539464.1608903778
2019-05-13,1531509.6154852568
2019-05-14,1585070.221213072
2019-05-15,1609918.7059071646
2019-05-16,1582267.190927458
2019-05-17,1557645.978959226
2019-05-20,1570070.2213062723
2019-05-21,1554236.888071317
2019-05-22,1530752.039732388
2019-05-23,1543252.039654721
2019-05-24,1544085.3729828768
2019-05-27,1556812.6456310702
2019-05-28,1555297.4941253331
2019-05-29,1541736.888148984
2019-05-30,1531358.100334683
2019-05-31,1523555.0700801355
2019-06-03,1510676.282281368
2019-06-04,1512645.9792388268
2019-06-05,1502342.9489998126
2019-06-06,1510752.039856655
2019-06-10,1542115.676025418
2019-06-11,1536358.1003036164
2019-06-12,1532115.6760875518
2019-06-13,1528403.554898495
2019-06-14,1525221.7367364466
2019-06-17,1524312.6458330043
2019-06-18,1534161.130620297
2019-06-19,1558100.5244109472
2019-06-20,1570524.7667579935
2019-06-21,1578858.100039549
2019-06-24,1581130.827298155
2019-06-25,1573858.1000706158
2019-06-26,1609388.4028801566
2019-06-27,1608630.8271272876
2019-06-28,1629994.4633581846
2019-07-01,1634009.6148483884
2019-07-02,1623327.7967329402
2019-07-03,1613176.2816444999
2019-07-04,1639464.160269043
2019-07-05,1630373.251234619
2019-07-08,1628933.8573041684
2019-07-09,1640979.31177478
2019-07-10,1647797.4935505982
2019-07-11,1666358.0994958808
2019-07-12,1659009.6146930547
2019-07-15,1639464.160269043
2019-07-16,1635752.0390799865
2019-07-17,1630070.2209334713
2019-07-18,1636055.069381134
2019-07-19,1641736.8875276488
2019-07-22,1610676.2816600332
2019-07-23,1611585.3725634757
2019-07-24,1616055.0695054007
2019-07-25,1619085.3725168756
2019-07-26,1624539.91793753
2019-07-29,1618933.8573663018
2019-07-30,1607191.4331968375
2019-07-31,1601358.0998997486
2019-08-01,1600903.5544480274
2019-08-02,1581964.1606263104
2019-08-05,1594009.6150969225
2019-08-06,1587115.6757458174
2019-08-07,1597039.9181083972
2019-08-08,1582494.4636533186
2019-08-09,1599539.9180928636
2019-08-12,1596282.3423555284
2019-08-13,1629009.6148794552
2019-08-14,1634767.1906012571
2019-08-15,1647797.4935505982
2019-08-16,1649312.6450563357
2019-08-19,1650070.2208092045
2019-08-20,1652342.9480678104
2019-08-21,1660373.2510482182
2019-08-22,1668176.2813027655
2019-08-23,1654388.402600556
2019-08-26,1672418.70551883
2019-08-27,1669388.4025073554
2019-08-28,1695373.250830751
2019-08-29,1730221.73546271
2019-08-30,1739236.8869218472
2019-09-02,1724767.1900420557
2019-09-03,1710297.493162264
2019-09-04,1712191.4325444356
2019-09-05,1708630.826505953
2019-09-06,1702721.7356335772
2019-09-09,1698555.0689927996
2019-09-10,1659236.8874189153
2019-09-11,1669691.432808503
2019-09-12,1653782.341998261
2019-09-16,1661585.372252808
2019-09-17,1679615.6751710826
2019-09-18,1668252.0388780525
2019-09-19,1670524.7661366586
2019-09-20,1660297.4934729314
2019-09-23,1666736.8873723152
2019-09-24,1663024.7661832587
2019-09-25,1660979.3116505132
2019-09-26,1657039.9177355962
2019-09-27,1641888.4026782226
2019-09-30,1664842.9479901434
2019-10-08,1659009.6146930547
2019-10-09,1652949.0086701054
2019-10-10,1660449.0086235052
2019-10-11,1660373.2510482182
2019-10-14,1665449.0085924384
2019-10-15,1646433.8571954346
2019-10-16,1648706.5844540407
2019-10-17,1636433.8572575683
2019-10-18,1629388.4027558893
2019-10-21,1640979.31177478
2019-10-22,1632645.9784932248
2019-10-23,1615600.5240536795
2019-10-24,1625070.220964538
2019-10-25,1639312.6451184691
2019-10-28,1646509.6147707216
2019-10-29,1646282.342044861
2019-10-30,1656888.4025850226
2019-10-31,1664464.160113709
2019-11-01,1658403.5540907597
2019-11-04,1653479.3116971133
2019-11-05,1639161.1299678953
2019-11-06,1639539.9178443297
2019-11-07,1644918.7056896973
2019-11-08,1640221.7360219115
2019-11-11,1641964.1602535094
2019-11-12,1651206.5844385074
2019-11-13,1651282.342013794
2019-11-14,1641812.6451029358
2019-11-15,1640676.2814736327
2019-11-18,1644161.1299368287
2019-11-19,1655373.251079285
2019-11-20,1659009.6146930547
2019-11-21,1634161.1299989624
2019-11-22,1635297.493628265
2019-11-25,1642494.4632805176
2019-11-26,1646509.6147707216
2019-11-27,1636433.8572575683
2019-11-28,1615600.5240536795
2019-11-29,1615524.7664783928
2019-12-02,1605070.221088805
2019-12-03,1615373.2513278192
2019-12-04,1613630.827096221
2019-12-05,1621964.1603777765
2019-12-06,1620221.7361461786
2019-12-09,1616964.1604088433
2019-12-10,1609085.372579009
2019-12-11,1606055.0695675341
2019-12-12,1617494.4634358513
2019-12-13,1614464.1604243766
2019-12-16,1625373.2512656855
2019-12-17,1621282.3422001947
2019-12-18,1617494.4634358513
2019-12-19,1618630.8270651544
2019-12-20,1614539.9179996634
2019-12-23,1617873.2513122857
2019-12-24,1608858.0998531485
2019-12-25,1607873.2513744193
2019-12-26,1615297.4937525322
2019-12-27,1645752.0390178529
2019-12-30,1652949.0086701054
2019-12-31,1643630.8269098205
2020-01-02,1646206.584469574
2020-01-03,1644918.7056896973
2020-01-06,1647797.4935505982
2020-01-07,1639085.3723926086
2020-01-08,1659161.1298436285
2020-01-09,1681888.4024296887
2020-01-10,1701055.068977266
2020-01-13,1693782.3417497268
2020-01-14,1695827.796282472
2020-01-15,1698176.2811163652
2020-01-16,1691736.8872169815
2020-01-17,1682570.2206072705
2020-01-20,1657342.9480367438
2020-01-21,1659236.8874189153
2020-01-22,1622418.7058294977
2020-01-23,1559842.9486425451
2020-02-03,1542645.9790524263
2020-02-04,1544767.1911604586
2020-02-05,1556055.069878202
2020-02-06,1562645.9789281592
2020-02-07,1554767.191098325
2020-02-10,1582645.9788038922
2020-02-11,1583327.796981474
2020-02-12,1583403.554556761
2020-02-13,1585070.221213072
2020-02-14,1588858.0999774153
2020-02-17,1584918.7060624985
2020-02-18,1594994.4635756519
2020-02-19,1623327.7967329402
2020-02-20,1622721.736130645
2020-02-21,1610752.03923532
2020-02-24,1598933.857490569
2020-02-25,1590979.3120854478
2020-02-26,1594918.7060003649
2020-02-27,1562949.0092293066
2020-02-28,1585827.7969659406
2020-03-02,1594767.190849791
2020-03-03,1593858.0999463485
2020-03-04,1628100.5239760128
2020-03-05,1612797.4937680655
2020-03-06,1585676.2818153668
2020-03-09,1611585.3725634757
2020-03-10,1613782.3422467948
2020-03-11,1604236.8877606494
2020-03-12,1594161.130247496
2020-03-13,1557267.1910827917
2020-03-16,1539085.3730139434
2020-03-17,1524842.9488600125
2020-03-18,1500145.9793164935
2020-03-19,1516358.1004278832
2020-03-20,1501055.0702199358
2020-03-23,1527873.2518714871
2020-03-24,1548630.8275000886
2020-03-25,1549161.1305270968
2020-03-26,1560676.2819707007
2020-03-27,1541055.069971402
2020-03-30,1554236.888071317
2020-03-31,1555676.2820017673
2020-04-01,1558782.342588529
2020-04-02,1559161.1304649631
