trade_date,rsi,ipv,entropy,coherence,clarity,mts
2019-01-02,0.0,0.0,0.9999999962133496,0.5,0.5,
2019-01-03,0.0,0.0,0.9999999962133496,0.5,0.5,
2019-01-04,0.0,0.0,0.9999999962133496,0.5,0.5,
2019-01-07,0.0,0.0,0.9999999962133496,0.5,0.5,
2019-01-08,0.0,0.0,0.9999999962133496,0.5,0.5,
2019-01-09,0.0,0.0,0.9999999962133496,0.5,0.9729407859541269,
2019-01-10,0.0,0.0,0.9999999962133496,0.5,0.9749499943600166,
2019-01-11,0.0,0.0,0.9999999962133496,0.5,0.9751013927173626,
2019-01-14,0.0,0.0,0.9999999962133496,0.5,0.9732889227024563,
2019-01-15,0.0,0.0,0.9999999962133496,0.5,0.9731411933155523,0.19462823866311046
2019-01-16,0.0,0.0,0.9999999962133496,0.5,0.9820308155834143,0.19640616311668288
2019-01-17,0.0,0.0,0.9999999962133496,0.5,0.9802068849396668,0.19604137698793336
2019-01-18,0.0,0.0,0.9999999962133496,0.5,0.9781770439229263,0.19563540878458527
2019-01-21,0.0,0.0,6.213349207785887e-09,0.5,0.9802216729197072,0.19604433458394144
2019-01-22,0.0,0.0,6.213349207785887e-09,0.5,0.9824564571751842,0.19649129143503685
2019-01-23,0.0,0.0,6.213349207785887e-09,0.5,0.9824979250966973,0.19649958501933948
2019-01-24,0.0,0.0,6.213349207785887e-09,0.5,0.9831419158339282,0.19662838316678566
2019-01-25,0.0,0.0,6.213349207785887e-09,0.5,0.9896386394754012,0.19792772789508026
2019-01-28,0.0,0.0,6.213349207785887e-09,0.5,0.9896540983793712,0.19793081967587425
2019-01-29,0.0,0.0,6.213349207785887e-09,0.5,0.9886103691509114,0.19772207383018228
2019-01-30,0.0,0.0,6.213349207785887e-09,0.491308141880325,0.9825122874551018,0.19128734261921537
2019-01-31,0.0,0.0,6.213349207785887e-09,0.5745302230234662,0.9777494282039358,0.24026801945486692
2019-02-01,0.0,0.0,6.213349207785887e-09,0.5781872315023625,0.977559347798308,0.2424242084610791
2019-02-11,0.0,0.0,6.213349207785887e-09,0.6011445975351011,0.9755757528421711,0.25580190908949485
2019-02-12,0.0,0.0,6.213349207785887e-09,0.6364318452300443,0.9756652282165659,0.2769921527813397
2019-02-13,0.0,0.0,6.213349207785887e-09,0.6765301834540529,0.9846575141824188,0.3028496129089155
2019-02-14,0.0,0.0,6.213349207785887e-09,0.6241796862992687,0.9854947614258476,0.2716067640647307
2019-02-15,0.0,0.0,6.213349207785887e-09,0.5871322931317369,0.9710937644166849,0.24649812876237914
2019-02-18,0.0,0.0,6.213349207785887e-09,0.6214841574371649,0.9756112935589226,0.26801275317408346
2019-02-19,0.0,0.0,6.213349207785887e-09,0.6391041316733715,0.9757661309531999,0.27861570519466294
2019-02-20,0.0,0.0,6.213349207785887e-09,0.6163566684801802,0.9761497849271544,0.26504395807353903
2019-02-21,0.0,0.0,6.213349207785887e-09,0.625118645349498,0.976859463779416,0.27044307996558203
2019-02-22,0.0,0.0,6.213349207785887e-09,0.5752631650492627,0.9866690941186723,0.24249171785329207
2019-02-25,0.0,0.0,6.213349207785887e-09,0.5036179480761679,0.9630884818313697,0.19478846521197468
2019-02-26,0.0,0.0,6.213349207785887e-09,0.5383502932204947,0.9572582070516332,0.21446181734262346
2019-02-27,0.0,0.0,6.213349207785887e-09,0.5506928528335907,0.9573911482437227,0.22189394134889898
2019-02-28,0.0,0.0,6.213349207785887e-09,0.5743181309212055,0.9578038243436502,0.23615164342145337
2019-03-01,0.0,0.0,6.213349207785887e-09,0.575674072130857,0.9585377578229825,0.23711199484311068
2019-03-04,0.0,0.0,6.213349207785887e-09,0.5984749144566545,0.9791782018533612,0.2549205890446649
2019-03-05,0.0,0.0,6.213349207785887e-09,0.6129630491629081,0.9939224079616945,0.26656231109008377
2019-03-06,0.0,0.0,6.213349207785887e-09,0.6262993193530991,0.9935391314445784,0.2744874179007752
2019-03-07,0.0,0.0,6.213349207785887e-09,0.6065982737859329,0.9818113295740771,0.26032123018637515
2019-03-08,0.0,0.0,6.213349207785887e-09,0.5865318003042762,0.9790141700167364,0.24772191418591302
2019-03-11,0.0,0.0,6.213349207785887e-09,0.6276408271136626,0.9766657877941459,0.27191765382702676
2019-03-12,0.0,0.0,6.213349207785887e-09,0.6267999446993432,0.977369646719471,0.2715538961635001
2019-03-13,0.0,0.0,6.213349207785887e-09,0.6285191476398243,0.9774479485344543,0.27260107829078545
2019-03-14,0.0,0.0,6.213349207785887e-09,0.6584588057540585,0.9797082846744588,0.29101694038732684
2019-03-15,0.0,0.0,6.213349207785887e-09,0.6313728749776142,0.9839140403893387,0.2756065330644363
2019-03-18,0.0,0.0,6.213349207785887e-09,0.6667026944136166,0.9817223976744428,0.29636609618305854
2019-03-19,0.0,0.0,6.213349207785887e-09,0.678962291132128,0.9836541389919808,0.304108202477673
2019-03-20,0.0,0.0,6.213349207785887e-09,0.6852089934021449,0.9817733471521056,0.3074800654717081
2019-03-21,0.0,0.0,6.213349207785887e-09,0.6669382893914898,0.9785949645601861,0.2958819665469311
2019-03-22,0.0,0.0,6.213349207785887e-09,0.7265558850899729,0.9834946382457804,0.33263245870313984
2019-03-25,0.0,0.0,6.213349207785887e-09,0.7429109462432638,0.9822890751919784,0.34220438278435394
2019-03-26,0.0,0.0,6.213349207785887e-09,0.6726284932800207,0.9824341255149116,0.3000639210709948
2019-03-27,0.0,0.0,6.213349207785887e-09,0.6578462376813707,0.9770307198812931,0.2901138865850811
